id,X1_X2,X3,X4,X5,Y1,Y2,Y3,Y4,Y5,Y6,age,gender
S028,NA_0.478756891785525,33.42015173342451,NA,1,NA,293.8940980539145,35.41315699588272,32.999815133503226,37.713806252383826,44.566197751861175,29,female
S029,-0.0163733239020462_-0.18263391199514,37.087233663270425,5.530015154517809,1,-0.6277899459891684,314.14705689786365,30.06301371135388,NA,44.62692004173162,NA,34,male
S030,1.6541009394894_1.97503082965901,30.811517549113486,8.595604884800332,1,NA,366.0893008935074,NA,35.92169176363492,NA,34.298544537811296,45,male
S031,2.47759903285749_-0.120405816134468,NA,7.868158159384793,1,1.3593421022930454,394.59818969678076,34.5527706201255,23.583945767205346,37.50085100183767,NA,27,male
S032,0.412794413910482_NA,24.991512945356284,5.974496492086644,1,1.6552062017260194,246.6294613233064,43.16969012556108,43.92642321896166,37.3824505378885,37.356088270506035,19,female
S033,0.0445653927292788_0.0608939485879865,32.262568131994506,8.542099326756187,1,-0.3269964092921918,368.97752855185604,20.45748789534189,NA,NA,NA,37,male
S034,-1.43861396318615_-0.114960657505191,NA,8.148156050623415,1,0.5226235743739067,361.57123467482177,16.7823990227862,21.545885836389175,24.138226472217173,20.18606348422989,41,female
S035,1.65187944791365_0.7953837280825,NA,7.996903965490026,1,0.20791001246194485,285.7545005456738,30.70099785838719,16.570334652777493,6.025018701379807,3.9376138862236942,35,female
S036,1.49522396685097_-0.914950403994827,33.003420286057995,7.11746805128471,ONE,1.7167774996233827,330.4574512703634,21.454767858285244,19.24290703729907,38.96509519262302,43.17052122363671,55,female
S037,1.77615582672771_0.882651393497337,24.311800828402312,5.496170335554616,NA,2.0817596428647476,228.84134769734374,18.524924476019088,14.661653955939313,17.74282681743245,NA,56,female
S038,NA_0.42631386869754,24.91132582649003,8.017748244351983,1,NA,300.50956234220524,41.3618986689062,40.00335333184812,29.305603532634663,39.86396417599694,42,non-binary
S039,2.23073725301905_1.31377023162885,42.108091920371265,7.808952517025081,1,0.16602343204714698,488.3883566794244,32.50939552687341,34.166929928080236,34.240956931350034,41.31875846930758,33,male
S040,0.940718580186928_-1.0254059001733,18.075238822468386,8.313720566533172,1,1.6451345224459906,243.07638722385622,NA,27.88583921894562,38.9144505550053,34.62632611810748,25,female
S041,-0.752680249737176_-1.28046898672724,28.93266468477513,6.370087769582478,1,-2.022259496482946,247.7174542811973,31.32937294479001,22.34571355016814,23.54754757193946,22.556776977989273,36,male
S042,-1.28986029117559_-0.489595616442773,29.543162247418252,7.1636363817988205,1,1.5634517686832965,318.70878809453734,39.20978141262659,26.436405433156395,30.432790110656,32.20314708844783,29,female
S043,-0.366239206190758_NA,35.99441864130979,7.592625068250338,1,-0.5323696966717124,396.05200716593896,44.197284236893594,41.552740680645115,35.516045644566006,40.83412218245786,49,female
S044,-0.423204292202943_-2.08015789647668,27.322806519772264,6.952047245322803,1,-0.7423073796355087,NA,31.140134234992377,NA,35.765823991006975,26.609657158503428,27,female
S045,1.14875683117332_0.467560503165788,NA,5.570384025682011,1,2.1057376751922083,274.81525727442806,32.18727294499076,26.917927591914584,19.546422407937698,24.881386264491145,43,non-binary
S046,2.64901993609103_1.01647018211065,40.292583966618366,7.89095674574145,1,1.6873888072535856,447.74889759203296,36.17589139572968,30.84959903161222,38.62060682563337,23.57567681228249,27,male
S047,1.91011395364049_-0.528830636294275,32.362882404996896,8.711146058279482,1,NA,374.48691483467877,32.43915395707941,36.449838898919396,42.33741151999803,NA,50,female
S048,-0.566862163516343_1.34672919885592,NA,6.949268165306483,1,NA,352.46070576686043,45.9267223455042,35.431858918015294,40.78298697877297,39.308951094991606,22,male
S049,0.428968131869025_0.579706403940679,20.57059120605706,NA,NA,0.9402417605263304,252.11851286187834,24.46047458989347,5.074062966191747,17.645020602437988,14.086478652280801,24,male
S050,0.574843340015398_0.28539105995819,26.447858130948045,6.069722594399546,1,1.609697333564099,244.05944384780776,27.382744841397088,19.82802661218123,31.85638189875246,12.319330758262378,60,female
S051,-1.45753551549167_0.134910495627431,27.570942545881124,5.171037676518123,1,-1.283459268925446,225.28552141649917,33.81546271620682,37.81378577220307,27.096223142675072,25.39179901287674,41,female
S052,-0.311027762816221_0.299306577074366,36.481764652120646,5.712139042778778,1,-0.9326146929099582,328.4984002907214,43.67378858999464,49.455579459111576,49.427808362103534,33.85548932572146,25,female
S053,2.86956843564238_0.321746638612217,24.708895287642505,7.900887709098032,NA,1.0262420087839457,294.1906794530627,32.35610829823135,36.4232592689047,27.059898993355468,39.754017547571095,38,female
S054,1.71312620759103_0.0882251952043974,33.28583080339921,7.069814519546981,1,-0.126167958585772,355.2694725517341,8.968869915583625,22.186179651282565,24.463033768644056,30.753216640749976,34,female
S055,-1.63452397879906_2.03436919282051,NA,9.50796659776931,1,0.16374654172609304,417.64341459707003,43.92369154885729,53.444999461744644,33.2989052622147,47.06782346512886,42,male
S056,0.45266695268948_-0.515498006575856,27.534617335182574,7.112641907380999,1,-0.7273389610543536,315.25212672807703,30.293124361675556,31.484288423058175,NA,34.29893397447986,47,male
S057,2.2055018662104_2.65930403258133,32.725978115661185,6.711413282783369,1,1.859439285259999,325.4893332958954,20.982255139934992,23.733709587758835,27.268466860609937,28.42379157952152,36,female
S058,2.28885996446501_NA,23.38371137636148,5.122415341713843,1,0.9489369000149358,236.5420628428641,37.751198793720654,27.371782006856087,33.179634140696365,32.50477357881109,27,female
S059,2.51399682232871_0.338003978244316,26.78698861508397,7.408907966969747,1,1.544581368763157,320.2859977058427,47.76057400758425,60.866063102958066,39.02391971847459,38.30685081009143,51,female
S060,3.23448598183713_NA,29.805059569701434,7.512712849492733,1,NA,NA,36.161255205708976,29.16369059335256,NA,NA,39,female
S061,0.45053448253413_-1.13110822893653,31.093353136935505,7.3302892523080265,1,0.49543189634239954,330.70726129236897,27.2870406957298,25.20971943528861,NA,19.403835228747013,20,non-binary
S062,1.67205259019647_1.05275807173465,29.400366395748943,3.4758525597758205,1,1.2320170325776065,242.67665865726266,43.07787201854239,45.33942147988694,23.069480702183114,42.34405225444837,28,male
S063,1.63319488700253_0.81096119696358,32.42449198544598,5.805491306481587,1,1.297193109869869,294.31022567042453,10.904154636667325,26.551731434117173,17.565235843918863,13.21943895377758,40,male
S064,NA_0.396701643866708,33.249778567056815,7.393216518825069,1,0.8757913737180891,360.55461861481064,30.247215811755115,28.58060295431105,34.16039465277786,40.73050567557003,21,non-binary
S065,0.859167251010546_-1.66672926358872,NA,9.761511012339714,1,1.6502530248238905,334.63218821345964,40.44655085265689,27.265852420084578,55.39615786536791,NA,43,female
S066,1.3566507809851_0.186131916241923,32.303841373069666,5.6209473381370305,1,1.0625802665220307,316.59968831026436,NA,NA,30.292588085132934,NA,26,female
S067,1.31933825601804_-0.123758162656927,NA,7.053183642401838,1,0.29651060105059407,361.2321795591721,35.50160705350889,30.46391459167649,40.94368582982619,24.73599504860818,52,male
S068,2.2590625655003_-1.30441730053288,35.18934874704587,5.548637284901736,1,2.559487861066321,301.3322674132601,49.44172407841563,31.128462758567576,48.833264782412925,47.07185549818749,34,male
S069,3.2107337086316_2.25249732531191,29.198040485868024,7.223205449260963,1,0.9617129188914597,308.4664900209833,31.001411865470498,21.379451876044598,33.30462817697204,28.76246625240772,43,female
S070,1.89354915158742_0.465763136552672,24.788765381052098,7.390408920444221,1,0.17235002337566635,321.58355991838374,40.93868995045634,30.438385873634473,32.334751310493864,26.822326905997812,31,male
S071,NA_-0.0482744340582014,39.67949004170369,7.350109067273125,1,-0.02043401865850536,432.3205712132879,51.24671285535063,32.448168812278304,37.156844050966946,29.207596711825115,32,female
S072,3.12293643955311_1.19826200296096,26.54420609434173,NA,1,0.046665034478894696,330.887815708544,29.811173318949265,27.981299413823468,39.15928009691421,30.029069385230517,32,male
S073,0.288070897897248_-1.21386844897825,26.607061539589463,5.9383495928025205,1,0.7330105430131095,282.09338440789116,30.69571837250463,33.788678671775074,23.603567523862925,39.128159615718374,18,male
S074,NA_0.883798263053404,34.110462084419595,6.569416710426939,1,0.4296156874582951,NA,23.856297568560066,22.999070617330474,27.364948585075823,30.408427074310044,31,male
S075,-0.19966511867452_NA,27.801139544533108,6.358945919644985,1,-1.4739402299737165,267.652856503447,31.233075636683978,32.50475627325534,26.48926945607477,NA,49,male
S076,0.0438429406006984_0.856738457697561,36.262352535508455,6.028746828550254,NA,0.8164700967624525,332.06226922320315,37.637395385686126,38.94988006712458,38.73884266050559,31.922506389110563,31,male
S077,0.554562137944194_0.854093378784162,NA,8.85708126512772,1,0.033197320559915255,325.17541700610064,40.53732008924424,34.870981567242566,29.72898972036946,40.203645467445114,52,male
S078,-2.11709777734572_-1.19437050166883,32.4108457731353,6.034748345923098,1,-2.6742033884861174,320.7919259755567,21.936780349816793,12.947064181060917,23.768044596806785,13.24616019928158,31,male
S079,3.57033127371524_NA,37.636804009134835,5.967211979113634,1,-0.30153188969649225,379.0998467311035,33.02971014861143,6.914211927834835,26.01197365528999,21.225230114147685,55,female
S080,2.3838483973461_0.594273702428267,23.963945714826224,NA,1,0.9597968422798053,286.63702056448267,19.451672245482264,34.392148500128684,NA,34.00043218028968,35,female
S081,0.0727368212353998_0.0129238263062216,31.11010157560184,10.130201891780908,NA,0.1860717848632075,NA,16.84630024522324,32.479623817813824,NA,27.024703046267767,42,female
S082,3.8480131049759_1.28303527216537,32.59367205716742,5.6616626242107335,1,1.8642440995685243,305.3519830644748,NA,25.161072979678302,23.20291873418888,12.529689730547886,20,female
S083,1.93007527250561_0.0189762200335102,28.277204861002446,6.7606717301110075,1,0.7378171045292875,305.51903154941425,40.22467368566512,28.176640845816465,32.215190541410344,26.98015191187686,53,male
S084,1.03824011345819_-0.250804365913443,37.77310706027013,6.840467730256792,1,0.3681052143743262,401.98502397413176,23.125045571851672,29.053992955337428,NA,23.507468685325833,23,male
S085,2.72875066234143_1.56627396807285,36.44177596388559,5.105114731518794,1,1.065087419941761,331.255755515417,NA,16.913403258508232,8.384761869442208,13.229884987443441,25,male
S086,2.15937605976819_1.82635872426095,25.71204060846314,6.787541868553473,1,1.8264962276310555,302.3004340404444,15.134402798508027,33.03539561755958,26.393656654240104,16.37397486097374,47,female
S087,NA_1.65437821975453,26.137824748314905,8.240622607634114,NA,0.05599748472211585,292.2832862049074,25.451776290444652,28.931719710451542,NA,25.589762944598185,48,non-binary
S088,4.37154537962833_1.70482657179432,18.513511636741782,NA,1,0.5396602410324369,218.0245434994612,18.26374621328326,23.673788165062835,32.014436909226255,17.272348142654373,21,male
S089,0.66837446304131_NA,42.02211537370972,8.052407557596368,1,NA,443.7866315725645,46.76483467193762,49.74361236450796,50.22087913886945,43.09531522890428,30,female
S090,1.71595869825863_0.855703612686851,41.11861395031048,6.877191902391709,1,-0.6329181460929661,399.71035501458937,32.535096209424474,NA,26.932359100566202,26.888697401865773,42,male
S091,0.57427387853_2.04695019867254,28.3471508858837,4.0572568102132465,1,3.324055057175444,250.53559669007527,18.777108187018726,24.575072574511918,27.86580081839193,21.30674919174901,23,male
S092,NA_-0.00813080691533319,26.1926771191982,8.046562706658618,1,1.024615830931691,281.77144119363845,NA,21.8642507536882,18.380987009599796,24.822672064637445,53,male
S093,-0.462397124032693_-0.41801125304424,24.50982837143602,7.403837386628568,1,0.060150137101586065,274.24914812589805,35.01199437015687,38.64799143591186,28.313346546688475,32.18552035948746,21,female
S094,-0.14015864567915_-1.5310935625925,NA,4.488829702317494,1,-1.820609126701638,190.91598951103109,35.34062465831296,26.63516743972651,21.819466630637578,29.466861047442176,29,female
S095,-1.29306509127981_0.993436494046639,35.201198089703105,7.53362485263919,1,0.2567014668365364,372.8063516376752,NA,45.80057949465055,35.27116523426931,37.99774203786852,34,female
S096,1.503867027135_NA,32.156588587094,7.11406275678824,1,1.478596669837345,NA,42.224083145206755,38.08471811186243,NA,50.60763841998768,46,female
S097,2.42797174239983_1.80165536620376,45.36282601391304,5.251041632739041,1,0.5836151213118712,350.42726500497474,12.523881106928467,20.465780114352494,9.308454842562387,17.698267138571907,42,female
S098,0.294858436234418_0.283188470161378,NA,7.98466271985071,1,NA,282.10656315079245,13.53613651355603,9.111935640365466,23.784022274166276,18.11593629085484,53,female
S099,NA_1.45352296264042,NA,6.181547613268913,1,1.593896844611173,282.64623524322934,19.19265350335033,25.59647725948728,35.90672362628373,32.85190551239146,30,female
S100,1.33222955479115_2.23075978955685,30.84695786805128,3.691299755354269,1,NA,216.57026330621258,15.726104073736524,9.537863934906209,14.424635975847215,8.949857112236963,21,female
